ERA Journal Id,Title,Foreign Title,FoR 1,FoR 1 Name,FoR 2,FoR 2 Name,FoR 3,FoR 3 Name,ISSN 1,ISSN 2,ISSN 3,ISSN 4,ISSN 5,ISSN 6,ISSN 7,,,,,,
307,Mathematica Scandinavica: ediderunt societates mathematicae Daniae Fenniae Islandiae Norvegiae Sveci,,0101,Pure Mathematics,0102,Applied Mathematics,0199,Other Mathematical Sciences,0025-5521,1903-1807,,,,,,,,,,,
308,Mathematical and Computer Modelling,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,0895-7177,1872-9479,,,,,,,,,,,
309,Mathematical and Computer Modeling of Dynamical Systems,,0802,Computation Theory and Mathematics,1702,Cognitive Science,,,1387-3954,1744-5051,,,,,,,,,,,
313,Mathematical Inequalities and Applications,,0101,Pure Mathematics,0102,Applied Mathematics,,,1331-4343,,,,,,,,,,,,
317,Mathematical Methods of Operations Research,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,1432-2994,1432-5217,,,,,,,,,,,
318,Mathematical Population Studies: an international journal of mathematical demography,,0102,Applied Mathematics,1603,Demography,,,0889-8480,1547-724X,,,,,,,,,,,
320,Cambridge Philosophical Society: Mathematical Proceedings,,0101,Pure Mathematics,,,,,0305-0041,1469-8064,,,,,,,,,,,
321,Mathematical Programming,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,0025-5610,1436-4646,,,,,,,,,,,
322,Mathematical Research Letters,,0101,Pure Mathematics,,,,,1073-2780,1945-001X,,,,,,,,,,,
323,Mathematics and Computers in Simulation,,01,Mathematical Sciences,02,Physical Sciences,08,Information and Computing Sciences,0378-4754,1872-7166,,,,,,,,,,,
324,Mathematics and Mechanics of Solids,,0102,Applied Mathematics,0105,Mathematical Physics,0905,Civil Engineering,1081-2865,1741-3028,,,,,,,,,,,
325,Mathematics Magazine,,0101,Pure Mathematics,,,,,0025-570X,1930-0980,,,,,,,,,,,
326,Mathematics of Computation,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,0025-5718,1088-6842,,,,,,,,,,,
327,"Mathematics of Control, Signals, and Systems",,0102,Applied Mathematics,0906,Electrical and Electronic Engineering,0913,Mechanical Engineering,0932-4194,1435-568X,,,,,,,,,,,
328,Mathematics of Operations Research,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,0364-765X,1526-5471,,,,,,,,,,,
329,Mathematische Annalen,,0101,Pure Mathematics,0102,Applied Mathematics,,,0025-5831,1432-1807,,,,,,,,,,,
330,Mathematische Nachrichten,,0101,Pure Mathematics,,,,,0025-584X,1522-2616,,,,,,,,,,,
331,Mathematische Zeitschrift,,0101,Pure Mathematics,,,,,0025-5874,1432-1823,,,,,,,,,,,
333,Monatshefte fuer Mathematik,,0101,Pure Mathematics,,,,,0026-9255,1436-5081,,,,,,,,,,,
334,Nagoya Mathematical Journal,,0101,Pure Mathematics,,,,,0027-7630,,,,,,,,,,,,
335,The New York Journal of Mathematics,,0101,Pure Mathematics,,,,,1076-9803,,,,,,,,,,,,
336,New Zealand Journal of Mathematics,,01,Mathematical Sciences,,,,,1171-6096,,,,,,,,,,,,
338,Nonlinear Analysis Theory Methods and Applications,,0101,Pure Mathematics,0102,Applied Mathematics,,,0362-546X,1873-5215,,,,,,,,,,,
341,Nonlinearity,,0102,Applied Mathematics,,,,,0951-7715,1361-6544,,,,,,,,,,,
342,Notices of the American Mathematical Society,,0101,Pure Mathematics,,,,,0002-9920,1088-9477,,,,,,,,,,,
343,Numerical Functional Analysis and Optimization,,0102,Applied Mathematics,,,,,0163-0563,1532-2467,,,,,,,,,,,
344,Numerical Methods for Partial Differential Equations,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,,,0749-159X,1098-2426,,,,,,,,,,,
345,Numerische Mathematik,,0101,Pure Mathematics,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0029-599X,0945-3245,,,,,,,,,,,
346,Optimization,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,,,0233-1934,1029-4945,,,,,,,,,,,
347,Order: a journal on the theory of ordered sets,,0101,Pure Mathematics,,,,,0167-8094,1572-9273,,,,,,,,,,,
348,Pacific Journal of Mathematics,,0101,Pure Mathematics,,,,,0030-8730,,,,,,,,,,,,
349,Panamerican Mathematical Journal,,0101,Pure Mathematics,0102,Applied Mathematics,,,1064-9735,,,,,,,,,,,,
350,Periodica Mathematica Hungarica,,0101,Pure Mathematics,,,,,0031-5303,1588-2829,,,,,,,,,,,
351,Physica A: Statistical Mechanics and its Applications,,0102,Applied Mathematics,0105,Mathematical Physics,0206,Quantum Physics,0378-4371,1873-2119,,,,,,,,,,,
352,Physica D: Nonlinear Phenomena,,0102,Applied Mathematics,,,,,0167-2789,1872-8022,,,,,,,,,,,
353,Proceedings of the American Mathematical Society,,0101,Pure Mathematics,,,,,0002-9939,1088-6826,,,,,,,,,,,
356,Proceedings of the London Mathematical Society,,0101,Pure Mathematics,0104,Statistics,,,0024-6115,1460-244X,,,,,,,,,,,
361,Publicacions Matematiques,,0101,Pure Mathematics,0102,Applied Mathematics,,,0214-1493,,,,,,,,,,,,
362,Publicationes Mathematicae,,0101,Pure Mathematics,,,,,0033-3883,,,,,,,,,,,,
365,Quaestiones Mathematicae,,0101,Pure Mathematics,,,,,1607-3606,1727-933X,,,,,,,,,,,
366,Quantitative Finance,,01,Mathematical Sciences,14,Economics,15,"Commerce, Management, Tourism and Services",1469-7688,1469-7696,,,,,,,,,,,
367,Quarterly Journal of Mathematics,,0101,Pure Mathematics,,,,,0033-5606,1464-3847,,,,,,,,,,,
368,Quarterly Journal of Mechanics and Applied Mathematics,,0102,Applied Mathematics,0905,Civil Engineering,0913,Mechanical Engineering,0033-5614,1464-3855,,,,,,,,,,,
371,The Ramanujan Journal: an international journal devoted to areas of mathematics influenced by Ramanu,,0101,Pure Mathematics,,,,,1382-4090,1572-9303,,,,,,,,,,,
372,Random Structures and Algorithms,,0101,Pure Mathematics,0104,Statistics,0802,Computation Theory and Mathematics,1042-9832,1098-2418,,,,,,,,,,,
375,Reports on Mathematical Physics,,01,Mathematical Sciences,02,Physical Sciences,,,0034-4877,1879-0674,,,,,,,,,,,
378,Results in Mathematics,,0101,Pure Mathematics,,,,,1420-9012,1422-6383,,,,,,,,,,,
379,Reviews in Mathematical Physics: a journal for survey and expository articles in the field of mathematical physics,,01,Mathematical Sciences,02,Physical Sciences,,,0129-055X,1793-6659,,,,,,,,,,,
381,Revista Matematica Complutense,,0101,Pure Mathematics,,,,,1139-1138,1988-2807,,,,,,,,,,,
382,Revista Matematica Iberoamericana,,0101,Pure Mathematics,,,,,0213-2230,,,,,,,,,,,,
385,Rocky Mountain Journal of Mathematics,,0101,Pure Mathematics,,,,,0035-7596,,,,,,,,,,,,
386,Russian Journal of Mathematical Physics,,01,Mathematical Sciences,02,Physical Sciences,,,1061-9208,1555-6638,,,,,,,,,,,
387,SUT Journal of Mathematics,,0101,Pure Mathematics,,,,,0496-6597,0916-5746,,,,,,,,,,,
388,Science China Mathematics,,0101,Pure Mathematics,,,,,1006-9232,1006-9283,1674-7283,1869-1862,,,,,,,,,
389,Semigroup Forum,,0101,Pure Mathematics,,,,,0037-1912,1432-2137,,,,,,,,,,,
390,Seminaire Lotharingien de Combinatoire,,0101,Pure Mathematics,,,,,1286-4889,,,,,,,,,,,,
391,Set-Valued and Variational Analysis: an international journal devoted to the theory of multifunctions,,0101,Pure Mathematics,,,,,0927-6947,1877-0533,1877-0541,,,,,,,,,,
392,SIAM Journal on Applied Dynamical Systems,,0102,Applied Mathematics,,,,,1536-0040,,,,,,,,,,,,
393,SIAM Journal on Applied Mathematics,,0102,Applied Mathematics,,,,,0036-1399,1095-712X,,,,,,,,,,,
394,SIAM Journal on Control and Optimization,,0102,Applied Mathematics,0906,Electrical and Electronic Engineering,0913,Mechanical Engineering,0363-0129,1095-7138,,,,,,,,,,,
395,SIAM Journal on Discrete Mathematics,,0101,Pure Mathematics,0802,Computation Theory and Mathematics,,,0895-4801,1095-7146,,,,,,,,,,,
396,SIAM Journal on Mathematical Analysis,,0101,Pure Mathematics,0102,Applied Mathematics,,,0036-1410,1095-7154,,,,,,,,,,,
397,SIAM Journal on Matrix Analysis and Applications,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,,,0895-4798,1095-7162,,,,,,,,,,,
398,SIAM Journal on Numerical Analysis,,0101,Pure Mathematics,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0036-1429,1095-7170,,,,,,,,,,,
399,SIAM Journal on Optimization,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,,,1052-6234,1095-7189,,,,,,,,,,,
400,SIAM Journal on Scientific Computing,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,1064-8275,1095-7197,,,,,,,,,,,
401,SIAM Review,,0102,Applied Mathematics,0906,Electrical and Electronic Engineering,,,0036-1445,1095-7200,,,,,,,,,,,
403,Southeast Asian Bulletin of Mathematics,,0101,Pure Mathematics,,,,,0129-2021,0219-175X,,,,,,,,,,,
404,Studia Mathematica,,0101,Pure Mathematics,,,,,0039-3223,1730-6337,,,,,,,,,,,
406,Studies in Applied Mathematics,,0102,Applied Mathematics,,,,,0022-2526,1467-9590,,,,,,,,,,,
409,Tamkang Journal of Mathematics,,0101,Pure Mathematics,,,,,0049-2930,,,,,,,,,,,,
410,Tamsui Oxford Journal of Information and Mathematical Sciences,,0101,Pure Mathematics,,,,,1561-8307,2222-4424,2222-4432,,,,,,,,,,
412,Theoretical and Mathematical Physics,,01,Mathematical Sciences,02,Physical Sciences,,,0040-5779,0564-6162,1573-9333,,,,,,,,,,
413,Topological Methods in Nonlinear Analysis,,0101,Pure Mathematics,,,,,1230-3429,,,,,,,,,,,,
414,Topology,,0101,Pure Mathematics,,,,,0040-9383,1879-3215,,,,,,,,,,,
415,"Topology and its Applications: a journal devoted to general, geometric, set-theoretic and algebraic topology",,0101,Pure Mathematics,0199,Other Mathematical Sciences,,,0016-660X,0166-8641,,,,,,,,,,,
416,Transactions of the American Mathematical Society,,0101,Pure Mathematics,0102,Applied Mathematics,,,0002-9947,1088-6850,,,,,,,,,,,
417,Transformation Groups,,0101,Pure Mathematics,,,,,1083-4362,1531-586X,,,,,,,,,,,
419,Turkish Journal of Mathematics,,0101,Pure Mathematics,,,,,1300-0098,1303-6149,,,,,,,,,,,
422,Zeitschrift fuer Angewandte Mathematik und Physik,,0102,Applied Mathematics,0105,Mathematical Physics,,,0044-2275,1420-9039,,,,,,,,,,,
429,Acta Ciencia Indica: Mathematics,,0101,Pure Mathematics,,,,,0970-0455,,,,,,,,,,,,
430,Acta et Commentationes Universitatis Tartuensis de Mathematica,,0101,Pure Mathematics,,,,,0132-053X,1406-2283,,,,,,,,,,,
433,Acta Mathematicae Applicatae Sinica English Series,,0102,Applied Mathematics,,,,,0168-9673,1618-3932,,,,,,,,,,,
437,Advances in Difference Equations,,0101,Pure Mathematics,,,,,1687-1839,1687-1847,,,,,,,,,,,
443,Algebra and Logic,,0101,Pure Mathematics,,,,,0002-5232,0373-9252,1573-8302,,,,,,,,,,
445,"Algebras, Groups and Geometries",,0101,Pure Mathematics,,,,,0741-9937,,,,,,,,,,,,
446,Alkalmazott Matematikai Lapok,,0101,Pure Mathematics,,,,,0025-035X,0133-3399,,,,,,,,,,,
448,Bulletin of the American Mathematical Society,,0101,Pure Mathematics,,,,,0273-0979,1088-9485,,,,,,,,,,,
454,Analysis in Theory and Applications,,0101,Pure Mathematics,,,,,1000-9221,1573-8175,1672-4070,,,,,,,,,,
455,Annales Scientifiques de l'Ecole Normale Superieure,,0101,Pure Mathematics,0199,Other Mathematical Sciences,,,0012-9593,1873-2151,,,,,,,,,,,
456,Annales Universitatis Mariae Curie-Sklodowska Sectio A: Mathematica,,0101,Pure Mathematics,,,,,0365-1029,,,,,,,,,,,,
457,Annali di Matematica Pura ed Applicata,,0101,Pure Mathematics,,,,,0373-3114,1618-1891,,,,,,,,,,,
459,Applied and Computational Harmonic Analysis,,0101,Pure Mathematics,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,1063-5203,1096-603X,,,,,,,,,,,
460,Applied Mathematical Finance,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,1502,"Banking, Finance and Investment",1350-486X,1466-4313,,,,,,,,,,,
461,Applied Mathematics and Mechanics,Yingyong Shuxue he Lixue,0102,Applied Mathematics,0906,Electrical and Electronic Engineering,0913,Mechanical Engineering,0253-4827,1000-0887,1573-2754,,,,,,,,,,
463,Applied Mathematics Research eXpress,,0102,Applied Mathematics,,,,,1687-1197,1687-1200,,,,,,,,,,,
465,Archive for Mathematical Logic,,0101,Pure Mathematics,,,,,0933-5846,1432-0665,,,,,,,,,,,
467,Arkiv foer Matematik,,0101,Pure Mathematics,,,,,0004-2080,1871-2487,,,,,,,,,,,
468,Boletin de la Asociacion Matematica Venezolana,,0101,Pure Mathematics,,,,,1315-4125,,,,,,,,,,,,
470,Balkan Journal of Geometry and Its Applications,,0101,Pure Mathematics,0102,Applied Mathematics,,,1224-2780,,,,,,,,,,,,
471,Beitraege zur Algebra und Geometrie,,0101,Pure Mathematics,,,,,0138-4821,,,,,,,,,,,,
474,Bulletin des Sciences Mathematiques,,0101,Pure Mathematics,,,,,0007-4497,1952-4773,,,,,,,,,,,
475,Bulletin of Pure and Applied Sciences Section E: Mathematics,,0101,Pure Mathematics,0102,Applied Mathematics,,,0970-4604,0970-6577,,,,,,,,,,,
476,The Bulletin of Symbolic Logic,,0101,Pure Mathematics,0802,Computation Theory and Mathematics,,,1079-8986,1943-5894,,,,,,,,,,,
478,Carpathian Journal of Mathematics,,0101,Pure Mathematics,,,,,1222-1201,1584-2851,,,,,,,,,,,
483,Chinese Journal of Contemporary Mathematics,,0101,Pure Mathematics,,,,,0898-5111,,,,,,,,,,,,
486,College Mathematics Journal,,0101,Pure Mathematics,,,,,0746-8342,1931-1346,,,,,,,,,,,
487,Commentarii Mathematici Universitatis Sancti Pauli,,0101,Pure Mathematics,,,,,0010-258X,,,,,,,,,,,,
490,International Journal for Numerical Methods in Biomedical Engineering,,01,Mathematical Sciences,09,Engineering,,,2040-7939,2040-7947,,,,,,,,,,,
493,Complexity,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0802,Computation Theory and Mathematics,1076-2787,1099-0526,,,,,,,,,,,
495,Conformal Geometry and Dynamics,,0101,Pure Mathematics,,,,,1088-4173,,,,,,,,,,,,
498,Decisions in Economics and Finance: a journal of applied mathematics,,01,Mathematical Sciences,15,"Commerce, Management, Tourism and Services",,,1129-6569,1593-8883,,,,,,,,,,,
500,Differential Equations,,0101,Pure Mathematics,0102,Applied Mathematics,,,0012-2661,0374-0641,1608-3083,,,,,,,,,,
501,Differential Equations and Dynamical Systems: an international journal for theory and applications,,0101,Pure Mathematics,,,,,0971-3514,,,,,,,,,,,,
503,Differential Geometry-Dynamical Systems,,0101,Pure Mathematics,,,,,1454-511X,,,,,,,,,,,,
507,Discrete Mathematics and Theoretical Computer Science,,01,Mathematical Sciences,08,Information and Computing Sciences,,,1365-8050,,,,,,,,,,,,
509,Dynamics of Partial Differential Equations,,0101,Pure Mathematics,,,,,1548-159X,,,,,,,,,,,,
512,Chiang Mai Journal of Science,,0101,Pure Mathematics,,,,,0125-2526,1513-489X,,,,,,,,,,,
514,Electronic Journal of Qualitative Theory of Differential Equations,,0101,Pure Mathematics,,,,,1417-3875,,,,,,,,,,,,
516,Journal of the European Mathematical Society,,0101,Pure Mathematics,,,,,1435-9855,1435-9863,,,,,,,,,,,
517,Far East Journal of Applied Mathematics,,0102,Applied Mathematics,,,,,0972-0960,,,,,,,,,,,,
518,Far East Journal of Dynamical Systems,,0101,Pure Mathematics,,,,,0972-1118,,,,,,,,,,,,
519,Far East Journal of Mathematical Sciences,,0101,Pure Mathematics,0102,Applied Mathematics,,,0972-0871,,,,,,,,,,,,
520,Journal of Fixed Point Theory and Applications,,0101,Pure Mathematics,0102,Applied Mathematics,,,1661-7738,1661-7746,,,,,,,,,,,
521,Forum Mathematicum,,0101,Pure Mathematics,,,,,0933-7741,1435-5337,,,,,,,,,,,
524,Functional Analysis and Its Applications,,0101,Pure Mathematics,0102,Applied Mathematics,0801,Artificial Intelligence and Image Processing,0016-2663,0374-1990,1573-8485,,,,,,,,,,
525,Functional Differential Equations,,0101,Pure Mathematics,,,,,0793-1786,,,,,,,,,,,,
526,"Funkcialaj Ekvacioj, Serio Internacia",,0101,Pure Mathematics,0102,Applied Mathematics,,,0532-8721,,,,,,,,,,,,
527,Games and Economic Behavior,,1401,Economic Theory,1402,Applied Economics,,,0899-8256,1090-2473,,,,,,,,,,,
528,Ganita,,0101,Pure Mathematics,,,,,0046-5402,,,,,,,,,,,,
530,Gazette des Mathematiciens,,0101,Pure Mathematics,,,,,0224-8999,,,,,,,,,,,,
531,Georgian Mathematical Journal,,0101,Pure Mathematics,,,,,1072-947X,1572-9176,,,,,,,,,,,
537,Indian Journal of Pure and Applied Mathematics,,0101,Pure Mathematics,0102,Applied Mathematics,,,0019-5588,,,,,,,,,,,,
539,"Institut des Hautes Etudes Scientifiques, Paris: Publications Mathematiques",,0101,Pure Mathematics,,,,,0073-8301,1618-1913,,,,,,,,,,,
553,International Journal of Numerical Analysis and Modeling,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,0906,Electrical and Electronic Engineering,1705-5105,,,,,,,,,,,,
554,"International Journal of Wavelets, Multiresolution and Information Processing",,01,Mathematical Sciences,08,Information and Computing Sciences,,,0219-6913,1793-690X,,,,,,,,,,,
557,Bulletin of the Iranian Mathematical Society,,0101,Pure Mathematics,,,,,1017-060X,1018-6301,1735-8515,,,,,,,,,,
558,Russian Mathematics,,0101,Pure Mathematics,,,,,0021-3446,1066-369X,,,,,,,,,,,
562,Japan Journal of Industrial and Applied Mathematics,,0102,Applied Mathematics,0913,Mechanical Engineering,,,0916-7005,1868-937X,,,,,,,,,,,
565,Journal d'Analyse Mathematique,,0101,Pure Mathematics,,,,,0021-7670,1565-8538,,,,,,,,,,,
567,Journal fuer die Reine und Angewandte Mathematik: Crelle's journal,,0101,Pure Mathematics,,,,,0075-4102,1435-5345,,,,,,,,,,,
571,Journal of Computational Mathematics,,0102,Applied Mathematics,0103,Numerical and Computational Mathematics,,,0254-7791,0254-9409,,,,,,,,,,,
573,Journal of Contemporary Mathematical Analysis,,0101,Pure Mathematics,,,,,0735-2719,1068-3623,,,,,,,,,,,
574,Journal of Discrete Mathematical Sciences and Cryptography,,0101,Pure Mathematics,0802,Computation Theory and Mathematics,,,0972-0529,,,,,,,,,,,,
576,Journal of Geometry and Symmetry in Physics,,01,Mathematical Sciences,02,Physical Sciences,,,1312-5192,,,,,,,,,,,,
578,Journal of Hyperbolic Differential Equations,,0101,Pure Mathematics,,,,,0219-8916,1793-6993,,,,,,,,,,,
579,Journal of Indian Academy of Mathematics,,0101,Pure Mathematics,,,,,0970-5120,,,,,,,,,,,,
581,Journal of Intelligent and Fuzzy Systems,,0801,Artificial Intelligence and Image Processing,1702,Cognitive Science,,,1064-1246,1875-8967,,,,,,,,,,,
582,Journal of Interdisciplinary Mathematics,,0101,Pure Mathematics,,,,,0972-0502,,,,,,,,,,,,
584,The Journal of Mathematical Behavior,,01,Mathematical Sciences,13,Education,,,0732-3123,1873-8028,,,,,,,,,,,
585,Journal of Mathematical Chemistry,,01,Mathematical Sciences,03,Chemical Sciences,,,0259-9791,1572-8897,,,,,,,,,,,
587,Journal of Mathematical Economics,,14,Economics,,,,,0304-4068,1873-1538,,,,,,,,,,,
588,Journal of Mathematical Fluid Mechanics,,01,Mathematical Sciences,02,Physical Sciences,09,Engineering,1422-6928,1422-6952,,,,,,,,,,,
589,Journal of Mathematical Logic,,0101,Pure Mathematics,,,,,0219-0613,1793-6691,,,,,,,,,,,
590,Journal of Mathematical Psychology,,0102,Applied Mathematics,1701,Psychology,1702,Cognitive Science,0022-2496,1096-0880,,,,,,,,,,,
