ERA Journal Id,Title,Foreign Title,FoR 1,FoR 1 Name,FoR 2,FoR 2 Name,FoR 3,FoR 3 Name,ISSN 1,ISSN 2,ISSN 3,ISSN 4,ISSN 5,ISSN 6,ISSN 7,,,,,,
44568,Anestezjologia Intensywna Terapia,,1103,Clinical Sciences,,,,,0209-1712,,,,,,,,,,,,
44569,Anesthesia and Resuscitation,,1103,Clinical Sciences,,,,,0385-1664,,,,,,,,,,,,
44571,Angeiologie,,1102,Cardiorespiratory Medicine and Haematology,,,,,0003-3049,,,,,,,,,,,,
44572,Angiology and vascular surgery,,1103,Clinical Sciences,,,,,1027-6661,,,,,,,,,,,,
44574,Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology,,1115,Pharmacology and Pharmaceutical Sciences,,,,,0972-8074,,,,,,,,,,,,
44575,Animal Nutrition and Feed Technology,,0702,Animal Production,,,,,0972-2963,,,,,,,,,,,,
44576,Animal Science Papers and Reports,,0702,Animal Production,,,,,0860-4037,,,,,,,,,,,,
44577,Animal Technology and Welfare,,0707,Veterinary Sciences,,,,,1742-0385,,,,,,,,,,,,
44578,Journal of Faculty of Pharmacy of Ankara University,Ankara Universitesi Eczacilik Fakultesi Dergisi,1115,Pharmacology and Pharmaceutical Sciences,,,,,1015-3918,,,,,,,,,,,,
44579,Veterinary Journal of Ankara University,Ankara Universitesi Veteriner Fakultesi Dergisi,0707,Veterinary Sciences,,,,,1300-0861,1308-2817,,,,,,,,,,,
44580,Annales Academiae Medicae Gedanensis,,1103,Clinical Sciences,,,,,0303-4135,,,,,,,,,,,,
44581,Annales Academiae Medicae Stetinensis,,1103,Clinical Sciences,,,,,0066-1945,,,,,,,,,,,,
44582,Annales de Biologie Clinique,,06,Biological Sciences,11,Medical and Health Sciences,,,0003-3898,,,,,,,,,,,,
44583,Annales de Cardiologie et d'Angeiologie,,1102,Cardiorespiratory Medicine and Haematology,,,,,0003-3928,,,,,,,,,,,,
44584,Annales de Chimie: Science des Materiaux,,03,Chemical Sciences,,,,,0151-9107,,,,,,,,,,,,
44585,Journal de Chirurgie,,1103,Clinical Sciences,,,,,0003-3944,1950-1692,,,,,,,,,,,
44586,Annales de Chirurgie Plastique et Esthetique,,1103,Clinical Sciences,,,,,0294-1260,,,,,,,,,,,,
44587,Annales de Dermatologie et de Venereologie,,1103,Clinical Sciences,,,,,0151-9638,,,,,,,,,,,,
44588,Annales de Geographie,,1604,Human Geography,,,,,0003-4010,,,,,,,,,,,,
44589,Annales de la Fondation Louis de Broglie,,02,Physical Sciences,,,,,0182-4295,,,,,,,,,,,,
44590,Annales de Limnologie,,0406,Physical Geography and Environmental Geoscience,,,,,0003-4088,,,,,,,,,,,,
44593,Annales Francaises d'Anesthesie et de Reanimation,,1103,Clinical Sciences,,,,,0750-7658,,,,,,,,,,,,
44594,Annales Medico-Psychologiques,,1103,Clinical Sciences,1701,Psychology,,,0003-4487,,,,,,,,,,,,
44595,Annales Nestle,,1103,Clinical Sciences,,,,,0517-8606,,,,,,,,,,,,
44596,Annales Pharmaceutiques Francaises,,1115,Pharmacology and Pharmaceutical Sciences,,,,,0003-4509,,,,,,,,,,,,
44598,Annali dell'Istituto Superiore di Sanita,,0707,Veterinary Sciences,1117,Public Health and Health Services,,,0021-2571,,,,,,,,,,,,
44599,Annali dell'Universita di Ferrara,,01,Mathematical Sciences,,,,,0430-3202,1827-1510,,,,,,,,,,,
44600,Annali di igiene: medicina preventiva e di comunita,,1117,Public Health and Health Services,,,,,1120-9135,,,,,,,,,,,,
44601,Annali Italiani di Chirurgia,,1103,Clinical Sciences,,,,,0003-469X,,,,,,,,,,,,
44603,Annals of African Medicine,,1103,Clinical Sciences,,,,,1596-3519,,,,,,,,,,,,
44604,Annals of Agri Bio Research,,06,Biological Sciences,07,Agricultural and Veterinary Sciences,,,0971-9660,,,,,,,,,,,,
44605,Annals of Agricultural and Environmental Medicine,,05,Environmental Sciences,07,Agricultural and Veterinary Sciences,,,1232-1966,,,,,,,,,,,,
44606,Annals of Animal Science,,0608,Zoology,0701,"Agriculture, Land and Farm Management",,,1642-3402,,,,,,,,,,,,
44607,Annals of Arid Zone,,0701,"Agriculture, Land and Farm Management",,,,,0570-1791,,,,,,,,,,,,
44608,Annals of Biology,,06,Biological Sciences,,,,,0970-0153,,,,,,,,,,,,
44609,Annals of cardiac anaesthesia,,1102,Cardiorespiratory Medicine and Haematology,1103,Clinical Sciences,,,0971-9784,,,,,,,,,,,,
44610,Annals of Clinical and Laboratory Science,,1103,Clinical Sciences,,,,,0091-7370,,,,,,,,,,,,
44611,Annals of Diagnostic Pathology,,0606,Physiology,1103,Clinical Sciences,,,1092-9134,,,,,,,,,,,,
44612,Annals of Fundeni Hospital,,1103,Clinical Sciences,,,,,1224-3450,,,,,,,,,,,,
44613,Annals of Gastroenterology,,1103,Clinical Sciences,,,,,1108-7471,,,,,,,,,,,,
44614,Annals of Hepatology : official journal of the Mexican Association of Hepatology,,1102,Cardiorespiratory Medicine and Haematology,,,,,1665-2681,,,,,,,,,,,,
44615,Annals of Indian Academy of Neurology,,1103,Clinical Sciences,1109,Neurosciences,,,0972-2327,1998-3549,,,,,,,,,,,
44616,Annals of Long-Term Care,,1103,Clinical Sciences,,,,,1524-7929,,,,,,,,,,,,
44617,Annals of Mathematics Studies,,01,Mathematical Sciences,,,,,0066-2313,,,,,,,,,,,,
44619,Annals of Physical and Rehabilitation Medicine,,1103,Clinical Sciences,,,,,1877-0657,,,,,,,,,,,,
44620,Annals of the International Commission on Radiological Protection (ICRP),,1103,Clinical Sciences,,,,,0146-6453,,,,,,,,,,,,
44621,Annals of the Royal Australasian College of Dental Surgeons,,1105,Dentistry,,,,,0158-1570,,,,,,,,,,,,
44622,Annals of Thoracic Medicine,,1103,Clinical Sciences,,,,,1817-1737,,,,,,,,,,,,
44623,Annals of transplantation: quarterly of the Polish Transplantation Society,,1103,Clinical Sciences,,,,,1425-9524,,,,,,,,,,,,
44624,Annals of Advances in Automotive Medicine,,1103,Clinical Sciences,,,,,1540-0360,1943-2461,,,,,,,,,,,
44625,Annual Reports on the Progress of Chemistry: Section A,,0302,Inorganic Chemistry,,,,,0260-1818,,,,,,,,,,,,
44626,Annual Reports on the Progress of Chemistry: Section B,,0305,Organic Chemistry,,,,,0069-3030,,,,,,,,,,,,
44627,Annual Reports on the Progress of Chemistry: Section C,,0306,Physical Chemistry (incl. Structural),0307,Theoretical and Computational Chemistry,,,0260-1826,1460-4787,,,,,,,,,,,
44628,Annual Review of Biomedical Engineering,,0903,Biomedical Engineering,,,,,1523-9829,,,,,,,,,,,,
44629,Annual Review of Biomedical Sciences,,11,Medical and Health Sciences,,,,,1517-3011,,,,,,,,,,,,
44630,Annual Review of Medicine,,1103,Clinical Sciences,,,,,0066-4219,,,,,,,,,,,,
44631,Annual review of nursing research,,1110,Nursing,,,,,0739-6686,,,,,,,,,,,,
44632,Antarctic Record,,0403,Geology,0406,Physical Geography and Environmental Geoscience,,,0085-7289,,,,,,,,,,,,
44633,Anthropologischer Anzeiger: Bericht uber die biologisch-anthropologische Literatur,,1601,Anthropology,,,,,0003-5548,,,,,,,,,,,,
44634,Antibiotiki i Khimioterapiya,,1115,Pharmacology and Pharmaceutical Sciences,,,,,0235-2990,,,,,,,,,,,,
44635,Antibiotiques,,1115,Pharmacology and Pharmaceutical Sciences,,,,,1294-5501,,,,,,,,,,,,
44636,Antik Tanulmanyok,,20,"Language, Communication and Culture",21,History and Archaeology,,,0003-567X,,,,,,,,,,,,
44637,Antiviral Chemistry and Chemotherapy,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,1117,Public Health and Health Services,0956-3202,2040-2066,,,,,,,,,,,
44638,Anuario de Psicologia,,1701,Psychology,,,,,0066-5126,,,,,,,,,,,,
44639,Anuario do Instituto de Geociencias,,0201,Astronomical and Space Sciences,,,,,0101-9759,,,,,,,,,,,,
44642,Apeiron (Montreal): studies in infinite nature,,0201,Astronomical and Space Sciences,,,,,0843-6061,,,,,,,,,,,,
44643,Applied Bionics and Biomechanics,,0903,Biomedical Engineering,0913,Mechanical Engineering,,,1176-2322,1754-2103,,,,,,,,,,,
44644,Applied Developmental Science,,1608,Sociology,1701,Psychology,1702,Cognitive Science,1088-8691,1532-480X,,,,,,,,,,,
44645,Applied Ecology and Environmental Research,,0502,Environmental Science and Management,,,,,1589-1623,1785-0037,,,,,,,,,,,
44646,Applied Geophysics,,0404,Geophysics,,,,,1672-7975,,,,,,,,,,,,
44648,Applied Research in Quality of Life,,1608,Sociology,1701,Psychology,,,1871-2584,,,,,,,,,,,,
44649,Applied Solar Energy (English translation of Geliotekhnika),,0906,Electrical and Electronic Engineering,,,,,0003-701X,,,,,,,,,,,,
44650,Applied Spectroscopy Reviews,,0205,Optical Physics,,,,,0570-4928,,,,,,,,,,,,
44651,Apunts Medicine de l'Esport,,1303,Specialist Studies in Education,,,,,0213-3717,,,,,,,,,,,,
44652,Aquatic Ecosystem Health and Management,,0607,Plant Biology,,,,,1463-4988,,,,,,,,,,,,
44653,Arab Journal of Gastroenterology,,1103,Clinical Sciences,,,,,1687-1979,2090-2387,,,,,,,,,,,
44654,Arab World Geographer,,0406,Physical Geography and Environmental Geoscience,1604,Human Geography,,,1480-6800,,,,,,,,,,,,
44655,Arabian Journal of Geosciences,,0403,Geology,,,,,1866-7511,,,,,,,,,,,,
44656,Ararajuba,,0608,Zoology,,,,,0103-5657,,,,,,,,,,,,
44657,Arbeitsmedizin Sozialmedizin Umweltmedizin,,1117,Public Health and Health Services,,,,,0944-6052,,,,,,,,,,,,
44659,Arboricultural Journal,,0705,Forestry Sciences,,,,,0307-1375,,,,,,,,,,,,
44661,Archiv fur das Studium der neueren Sprachen und Literaturen,,2004,Linguistics,2005,Literary Studies,,,0003-8970,,,,,,,,,,,,
44662,Archiv fuer Kriminologie,,1602,Criminology,,,,,0003-9225,,,,,,,,,,,,
44664,Archiv fuer Tierzucht,,0701,"Agriculture, Land and Farm Management",,,,,0003-9438,,,,,,,,,,,,
44665,Archive of Oncology,,1112,Oncology and Carcinogenesis,,,,,0354-7310,,,,,,,,,,,,
44666,Archives de Pediatrie,,1114,Paediatrics and Reproductive Medicine,,,,,0929-693X,,,,,,,,,,,,
44667,Archives des Maladies du Coeur et des Vaisseaux: Pratique,,1102,Cardiorespiratory Medicine and Haematology,,,,,1261-694X,,,,,,,,,,,,
44668,Archives des Maladies Professionnelles et de l'Environnement,,1117,Public Health and Health Services,,,,,1775-8785,,,,,,,,,,,,
44670,Archives of Acoustics,,0203,Classical Physics,0913,Mechanical Engineering,,,0137-5075,,,,,,,,,,,,
44672,Archives of Biological Sciences,,06,Biological Sciences,,,,,0354-4664,,,,,,,,,,,,
44673,Archives of Civil and Mechanical Engineering,,0913,Mechanical Engineering,,,,,1644-9665,,,,,,,,,,,,
44674,Archives of Civil Engineering,,0905,Civil Engineering,,,,,1230-2945,,,,,,,,,,,,
44675,Archives of Electrical Engineering,,0906,Electrical and Electronic Engineering,,,,,1427-4221,,,,,,,,,,,,
44676,Archives of Environmental Protection,,0502,Environmental Science and Management,,,,,0324-8461,,,,,,,,,,,,
44677,JAMA Facial Plastic Surgery,,1103,Clinical Sciences,,,,,1521-2491,1538-3660,2168-6076,2168-6092,,,,,,,,,
44678,Archives of Gastroenterohepatology,,1103,Clinical Sciences,,,,,0354-2440,,,,,,,,,,,,
44679,Archives of Gynecology and Obstetrics,,1114,Paediatrics and Reproductive Medicine,,,,,0932-0067,,,,,,,,,,,,
44680,Archives of Hellenic Medicine,,1103,Clinical Sciences,,,,,1105-3992,,,,,,,,,,,,
44681,Archives of Hydroengineering and Environmental Mechanics,,09,Engineering,,,,,1231-3726,,,,,,,,,,,,
44682,Archives of Iranian Medicine,,1103,Clinical Sciences,,,,,1029-2977,,,,,,,,,,,,
44683,Archives of Mechanics,,0203,Classical Physics,0913,Mechanical Engineering,,,0373-2029,,,,,,,,,,,,
44684,Archives of Metallurgy and Materials,,09,Engineering,,,,,1733-3490,,,,,,,,,,,,
44686,Archives of Osteoporosis,,1103,Clinical Sciences,1104,Complementary and Alternative Medicine,,,1862-3514,1862-3522,,,,,,,,,,,
44687,Archives of Phytopathology and Plant Protection,,0701,"Agriculture, Land and Farm Management",,,,,0323-5408,,,,,,,,,,,,
44688,Archives of Thermodynamics,,02,Physical Sciences,03,Chemical Sciences,,,1231-0956,,,,,,,,,,,,
44689,Archives of Veterinary Science,,0707,Veterinary Sciences,,,,,1517-784X,,,,,,,,,,,,
44690,Archivio Italiano di Anatomia e di Embriologia,,1103,Clinical Sciences,,,,,0004-0223,,,,,,,,,,,,
44692,Archivos Argentinos de Pediatria,,1114,Paediatrics and Reproductive Medicine,,,,,0004-0487,,,,,,,,,,,,
44693,Archivos de Bronconeumologia,,1103,Clinical Sciences,,,,,0300-2896,1579-2129,,,,,,,,,,,
44694,Archivos de Cardiologia de Mexico,,1103,Clinical Sciences,,,,,1405-9940,,,,,,,,,,,,
44695,Archivos de la Sociedad Espanola de Oftalmologia,,1113,Ophthalmology and Optometry,,,,,0365-6691,,,,,,,,,,,,
44697,Archivos de Medicina del Deporte,,1106,Human Movement and Sports Science,,,,,0212-8799,,,,,,,,,,,,
44698,Archives of Psychiatry,Archivos de Psiquiatria,1103,Clinical Sciences,1109,Neurosciences,1701,Psychology,1576-0367,,,,,,,,,,,,
44699,Archivos Espanoles de Urologia,,11,Medical and Health Sciences,,,,,0004-0614,1576-8260,,,,,,,,,,,
44700,Archivos Latinoamericanos de Nutricion,,1111,Nutrition and Dietetics,,,,,0004-0622,,,,,,,,,,,,
44701,Archivos Venezolanos de Farmacologia y Terapeutica,,1103,Clinical Sciences,,,,,0798-0264,,,,,,,,,,,,
44702,Archivum Immunologiae et Therapiae Experimentalis,,0605,Microbiology,1107,Immunology,,,0004-069X,,,,,,,,,,,,
44703,Archives of the History and Philosophy of Medicine,"Archiwum historii i filozofii medycyny, Polskii Towarzystwo Historii Medycyny i Farmacji",11,Medical and Health Sciences,,,,,0860-1844,,,,,,,,,,,,
44704,Archiwum Medycyny Sadowej i Kryminologii,,1199,Other Medical and Health Sciences,1602,Criminology,,,0324-8267,,,,,,,,,,,,
44706,Arhiv za Hijigenu Rada i Toksikologiju,,0502,Environmental Science and Management,,,,,0004-1254,,,,,,,,,,,,
44707,ARI Bulletin of the Istanbul Technical University,,09,Engineering,,,,,1434-5641,,,,,,,,,,,,
44708,Arkhiv Patologii,,1103,Clinical Sciences,,,,,0004-1955,,,,,,,,,,,,
44710,Arquivos Brasileiros de Cardiologia,,1102,Cardiorespiratory Medicine and Haematology,,,,,0066-782X,1678-4170,,,,,,,,,,,
44712,Arquivos Brasileiros de Oftalmologia,,1113,Ophthalmology and Optometry,,,,,0004-2749,1678-2925,,,,,,,,,,,
44713,Arquivos de Gastroenterologia,,11,Medical and Health Sciences,,,,,0004-2803,1678-4219,,,,,,,,,,,
44714,Arquivos de Medicina,,11,Medical and Health Sciences,,,,,0871-3413,,,,,,,,,,,,
44715,Ars Pharmaceutica,,1115,Pharmacology and Pharmaceutical Sciences,,,,,0004-2927,,,,,,,,,,,,
44716,Art Therapy,,1104,Complementary and Alternative Medicine,1905,Visual Arts and Crafts,,,0742-1656,,,,,,,,,,,,
44717,Artery Research,,1103,Clinical Sciences,,,,,1872-9312,,,,,,,,,,,,
44718,Arthroskopie,,1103,Clinical Sciences,,,,,0933-7946,,,,,,,,,,,,
44719,Artificial Life and Robotics,,0801,Artificial Intelligence and Image Processing,0906,Electrical and Electronic Engineering,,,1433-5298,,,,,,,,,,,,
44720,Artroscopia,,1103,Clinical Sciences,,,,,1591-1489,,,,,,,,,,,,
44722,Arzteblatt Thuringen,,1103,Clinical Sciences,,,,,0863-5412,,,,,,,,,,,,
44724,Asia Pacific Issues,,MD,Multidisciplinary,,,,,1522-0966,,,,,,,,,,,,
44726,Asian Biotechnology and Development Review,,06,Biological Sciences,,,,,0972-7566,,,,,,,,,,,,
44727,Asian Case Research Journal,,14,Economics,15,"Commerce, Management, Tourism and Services",,,0218-9275,1793-6772,,,,,,,,,,,
44728,Asian Journal of Agricultural Research,,0701,"Agriculture, Land and Farm Management",,,,,1819-1894,,,,,,,,,,,,
44729,Asian Journal of Animal Sciences,,0707,Veterinary Sciences,,,,,1819-1878,,,,,,,,,,,,
44731,Asian Journal of Civil Engineering,,0905,Civil Engineering,,,,,1563-0854,,,,,,,,,,,,
44732,Asian Journal of Clinical Nutrition,,1111,Nutrition and Dietetics,,,,,1992-1470,2077-2033,,,,,,,,,,,
44733,Asian Journal of Crop Science,,0703,Crop and Pasture Production,,,,,1994-7879,,,,,,,,,,,,
44734,Asian Journal of Earth Sciences,,04,Earth Sciences,,,,,1819-1886,2152-3509,,,,,,,,,,,
44735,Asian Journal of Oral and Maxillofacial Surgery,,1103,Clinical Sciences,1105,Dentistry,,,0915-6992,,,,,,,,,,,,
44736,Asian Journal of Plant Pathology,,0607,Plant Biology,,,,,1819-1541,,,,,,,,,,,,
44737,Asian Journal of Poultry Science,,0702,Animal Production,,,,,1819-3609,,,,,,,,,,,,
44738,Asian Journal of Psychiatry,,1103,Clinical Sciences,1109,Neurosciences,1701,Psychology,1876-2018,1876-2026,,,,,,,,,,,
44740,Asian Journal of Spectroscopy,,0205,Optical Physics,0301,Analytical Chemistry,,,0971-9237,,,,,,,,,,,,
44742,Asian Nursing Research,,1110,Nursing,,,,,1976-1317,,,,,,,,,,,,
44743,Asian Pacific Journal of Cancer Prevention (APJCP),,1103,Clinical Sciences,1112,Oncology and Carcinogenesis,1117,Public Health and Health Services,1513-7368,,,,,,,,,,,,
44745,Asia-Pacific Journal of Atmospheric Sciences,,0401,Atmospheric Sciences,,,,,1976-7633,,,,,,,,,,,,
44746,Assistenza infermieristica e ricerca: AIR,,1110,Nursing,,,,,1592-5986,2038-1778,,,,,,,,,,,
44747,AStA Wirtschafts- und Sozialstatistisches Archiv,,0104,Statistics,1608,Sociology,,,1863-8155,,,,,,,,,,,,
44749,Astrophysics,,0201,Astronomical and Space Sciences,,,,,0571-7256,,,,,,,,,,,,
44750,Astrophysics and Space Sciences Transactions,,0201,Astronomical and Space Sciences,,,,,1810-6536,,,,,,,,,,,,
44751,Atemwegs- und Lungenkrankheiten,,1103,Clinical Sciences,,,,,0341-3055,,,,,,,,,,,,
44752,Atencion Farmaceutica,,1115,Pharmacology and Pharmaceutical Sciences,,,,,1139-7357,,,,,,,,,,,,
44753,Atencion Primaria,,1103,Clinical Sciences,,,,,0212-6567,,,,,,,,,,,,
44754,Atenea,,16,Studies in Human Society,,,,,0716-1840,,,,,,,,,,,,
44755,Atlantic Geology,,0403,Geology,,,,,0843-5561,,,,,,,,,,,,
44757,Atlas of the Oral and Maxillofacial Surgery Clinics of North America,,1103,Clinical Sciences,1105,Dentistry,,,1061-3315,,,,,,,,,,,,
44759,Atoll Research Bulletin,,MD,Multidisciplinary,,,,,0077-5630,,,,,,,,,,,,
44760,Atomic Spectroscopy,,0301,Analytical Chemistry,,,,,0195-5373,,,,,,,,,,,,
44761,Atomos,,02,Physical Sciences,09,Engineering,,,1882-2606,,,,,,,,,,,,
44762,Audiological Medicine,,1103,Clinical Sciences,,,,,1651-386X,,,,,,,,,,,,
44764,Australian Journal of Crop Science,,0607,Plant Biology,0701,"Agriculture, Land and Farm Management",0703,Crop and Pasture Production,1835-2693,1835-2707,,,,,,,,,,,
44767,Austrian Journal of Earth Sciences,Mitteilungen der Oesterreichische Geologische Gesellschaft,0402,Geochemistry,0403,Geology,0404,Geophysics,2072-7151,,,,,,,,,,,,
44768,Austrian Journal of Forest Science,,0705,Forestry Sciences,,,,,0379-5292,,,,,,,,,,,,
44769,Autex Research Journal,,09,Engineering,12,Built Environment and Design,,,1470-9589,,,,,,,,,,,,
44771,Avances en odontoestomatologia,,1105,Dentistry,,,,,0213-1285,,,,,,,,,,,,
44772,Avances en Psicologia Latinoamericana,,1701,Psychology,,,,,1794-4724,,,,,,,,,,,,
44773,Aerospace and environmental medicine,,1103,Clinical Sciences,,,,,0233-528X,,,,,,,,,,,,
44774,Aviation,,0901,Aerospace Engineering,0915,Interdisciplinary Engineering,,,1648-7788,,,,,,,,,,,,
44776,Bahrain Medical Bulletin,,1103,Clinical Sciences,,,,,1012-8298,,,,,,,,,,,,
44777,Bailliere's Best Practice and Research in Clinical Anaesthesiology,,1103,Clinical Sciences,,,,,1521-6896,,,,,,,,,,,,
44778,Balkan Journal of Medical Genetics,,0604,Genetics,,,,,1311-0160,,,,,,,,,,,,
44780,Baltic Astronomy,,0201,Astronomical and Space Sciences,,,,,1392-0049,,,,,,,,,,,,
44781,Baltic Journal of Coleopterology,,0608,Zoology,,,,,1407-8619,,,,,,,,,,,,
44782,Baltic Journal of Economics,,14,Economics,15,"Commerce, Management, Tourism and Services",,,1406-099X,,,,,,,,,,,,
44783,Semiconductor Optoelectronics,Bandaoti Guangdian,0204,Condensed Matter Physics,,,,,1001-5868,,,,,,,,,,,,
44784,Bangladesh Journal of Plant Taxonomy,,0607,Plant Biology,,,,,1028-2092,,,,,,,,,,,,
44785,Bangladesh Medical Research Council Bulletin,,1103,Clinical Sciences,,,,,0377-9238,,,,,,,,,,,,
44786,Expolosion and Shock Waves,Baozha Yu Chongji,0203,Classical Physics,,,,,1001-1455,,,,,,,,,,,,
44787,Bariatric Surgical Practice and Patient Care,,1110,Nursing,,,,,1557-1459,1557-1467,2168-023X,2168-0248,,,,,,,,,
44788,Batalleria,,0403,Geology,,,,,0214-7831,,,,,,,,,,,,
44789,Behavioural Neurology: an international journal on the relationship between disordered human behavior and underlying biological mechanisms,,1103,Clinical Sciences,1109,Neurosciences,1702,Cognitive Science,0953-4180,,,,,,,,,,,,
44790,Beijing Da Xue Xue Bao,,1103,Clinical Sciences,,,,,1671-167X,,,,,,,,,,,,
44791,Acta Scientiarum Naturalium Universitatis Pekinensis,Beijing Daxue Xuebao Ziran Kexue Ban,MD,Multidisciplinary,,,,,0479-8023,,,,,,,,,,,,
44792,Journal of Beijing University of Technology,Beijing Gongye Daxue Xuebao,MD,Multidisciplinary,,,,,0254-0037,,,,,,,,,,,,
44793,Journal of Beijing University of Aeronautics and Astronautics,Beijing Hangkong Hangtian Daxue Xuebao,0901,Aerospace Engineering,0913,Mechanical Engineering,,,1001-5965,,,,,,,,,,,,
44794,Journal of Beijing University of Chemical Technology: Natural Science Edition,Beijing Huagong Daxue Xuebao: Ziran Kexueban,MD,Multidisciplinary,,,,,1671-4628,,,,,,,,,,,,
44795,Journal of Beijing Jiaotong University,Beijing Jiaotong Daxue Xuebao,MD,Multidisciplinary,,,,,1673-0291,,,,,,,,,,,,
44797,Transaction of Beijing Institute of Technology,Beijing Ligong Daxue Xuebao,MD,Multidisciplinary,,,,,1001-0645,,,,,,,,,,,,
44798,Forest Ecosystems,,0705,Forestry Sciences,,,,,1008-1321,1993-0372,2095-4034,2095-6355,,,,,,,,,
44799,Journal of Beijing University of Posts And Telecommunications,Beijing Youdian Xueyuan Xuebao,10,Technology,,,,,1000-5145,,,,,,,,,,,,
44800,Contributions to Tobacco Research,Beitrage zur Tabakforschung International,0301,Analytical Chemistry,0601,Biochemistry and Cell Biology,,,0173-783X,,,,,,,,,,,,
44801,Belfagor,,2005,Literary Studies,,,,,0005-8351,,,,,,,,,,,,
44802,BELGEO,,0406,Physical Geography and Environmental Geoscience,1604,Human Geography,,,1377-2368,,,,,,,,,,,,
44803,Chinese Journal of Virology,,0605,Microbiology,1103,Clinical Sciences,1108,Medical Microbiology,1000-8721,,,,,,,,,,,,
44804,BMC Anesthesiology,,1116,Medical Physiology,,,,,1471-2253,,,,,,,,,,,,
44805,"BMC Ear, Nose and Throat Disorders",,1103,Clinical Sciences,,,,,1472-6815,,,,,,,,,,,,
44806,BMC Medical Genomics,,0604,Genetics,1101,Medical Biochemistry and Metabolomics,1112,Oncology and Carcinogenesis,1755-8794,,,,,,,,,,,,
44807,BMC Medical Imaging,,1103,Clinical Sciences,,,,,1471-2342,,,,,,,,,,,,
44808,BMC Medical Physics,,0299,Other Physical Sciences,1116,Medical Physiology,,,1756-6649,,,,,,,,,,,,
44809,BMC Surgery,,1103,Clinical Sciences,,,,,1471-2482,,,,,,,,,,,,
44810,BMC Urology,,1103,Clinical Sciences,,,,,1471-2490,,,,,,,,,,,,
44812,Breast Care,,1103,Clinical Sciences,,,,,1661-3791,,,,,,,,,,,,
44813,Breast Disease,,1103,Clinical Sciences,1112,Oncology and Carcinogenesis,,,0888-6008,1558-1551,,,,,,,,,,,
44814,Breast Diseases,,1103,Clinical Sciences,1112,Oncology and Carcinogenesis,,,1043-321X,,,,,,,,,,,,
44815,British Birds,,0608,Zoology,,,,,0007-0335,,,,,,,,,,,,
44816,British Journal of Administrative Management,,15,"Commerce, Management, Tourism and Services",16,Studies in Human Society,,,1353-5188,,,,,,,,,,,,
44817,British Journal of Biomedical Science,,11,Medical and Health Sciences,,,,,0967-4845,,,,,,,,,,,,
44818,British Journal of Cardiology,,1102,Cardiorespiratory Medicine and Haematology,1103,Clinical Sciences,,,0969-6113,,,,,,,,,,,,
44819,British Journal of Forensic Practice,,MD,Multidisciplinary,,,,,1463-6646,,,,,,,,,,,,
44820,British Journal of Intensive Care,,1103,Clinical Sciences,,,,,0961-7930,,,,,,,,,,,,
44821,British Journal of Medical and Surgical Urology,,1103,Clinical Sciences,,,,,1875-9742,,,,,,,,,,,,
44822,Tissue Engineering,,0601,Biochemistry and Cell Biology,0903,Biomedical Engineering,,,1076-3279,,,,,,,,,,,,
44823,Breast Cancer,,1112,Oncology and Carcinogenesis,,,,,1340-6868,1880-4233,,,,,,,,,,,
44825,Distinktion,,16,Studies in Human Society,20,"Language, Communication and Culture",22,Philosophy and Religious Studies,1600-910X,,,,,,,,,,,,
44826,"Journal of Biomimetics, Biomaterials and Biomedical Engineering",,06,Biological Sciences,09,Engineering,11,Medical and Health Sciences,1662-100X,1662-1018,2296-9837,2296-9845,,,,,,,,,
44827,"Atlantic Studies: literary, cultural and historical perspectives",,2002,Cultural Studies,2005,Literary Studies,2103,Historical Studies,1478-8810,1740-4649,,,,,,,,,,,
44828,Biomedical Instrumentation and Technology,,0903,Biomedical Engineering,,,,,0899-8205,1943-5967,,,,,,,,,,,
44829,Journal of Women and Minorities in Science and Engineering,,1302,Curriculum and Pedagogy,,,,,1072-8325,1940-431X,,,,,,,,,,,
44830,Biomedizinische Technik,,0903,Biomedical Engineering,,,,,0013-5585,1862-278X,,,,,,,,,,,
44831,Underwater Technology,,0911,Maritime Engineering,,,,,1756-0543,1756-0551,,,,,,,,,,,
44832,Computational and Mathematical Methods in Medicine,,0102,Applied Mathematics,0903,Biomedical Engineering,,,1748-670X,1748-6718,,,,,,,,,,,
44833,Molecular and Cellular Biomechanics,,0903,Biomedical Engineering,0906,Electrical and Electronic Engineering,,,1556-5297,1556-5300,,,,,,,,,,,
44834,Bio-Medical Materials and Engineering,,0903,Biomedical Engineering,,,,,0959-2989,1878-3619,,,,,,,,,,,
44835,Chinese Journal of Electronics,,0906,Electrical and Electronic Engineering,1005,Communications Technologies,,,1022-4653,2075-5597,,,,,,,,,,,
44836,CIRP Annals,,0907,Environmental Engineering,0910,Manufacturing Engineering,0913,Mechanical Engineering,0007-8506,1660-2773,1726-0604,,,,,,,,,,
44837,Critical Reviews in Biomedical Engineering,,0903,Biomedical Engineering,,,,,0278-940X,1943-619X,,,,,,,,,,,
44838,Dental Materials Journal,,0903,Biomedical Engineering,1105,Dentistry,,,0287-4547,1881-1361,,,,,,,,,,,
44839,Earthquake Engineering and Engineering Vibration,,0905,Civil Engineering,,,,,1671-3664,1993-503X,,,,,,,,,,,
